sample,family,variant,diameter_nm,energy_map,closure,reactive,cls,flags,theta_bri,reconstructed_fraction,bridging_capacity_umol_g,N_react_umol_g,TOF_s_1,N_react_uncapped_umol_g,TOF_uncapped_s_1,pair_fraction,iterations,inventory_residual
R600,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.226492,0,13.5581,2.30487,1.70075,3.07079,1.27654,0,9,1.4e-14
R600,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.226492,0,13.5581,1.58783,2.46879,1.8373,2.13357,0,9,1.4e-14
R600,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.226492,0,13.5581,1.09385,3.58366,1.09928,3.56596,0,9,1.4e-14
R600,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.226492,0,13.5581,0.519124,7.55118,0.393522,9.96132,0,9,1.4e-14
R800,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.241488,0,13.5581,2.30487,0.872066,3.27411,0.613907,0,8,-2.8e-14
R800,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.241488,0,13.5581,1.58783,1.26588,1.88373,1.06703,0,8,-2.8e-14
R800,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.241488,0,13.5581,1.09385,1.83754,1.08378,1.85461,0,8,-2.8e-14
R800,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.241488,0,13.5581,0.519124,3.87191,0.35875,5.60278,0,8,-2.8e-14
R1000,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249048,0,13.5581,2.30487,0.0196974,3.37661,0.0134454,0,6,-5.6e-11
R1000,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249048,0,13.5581,1.58783,0.0285926,1.90417,0.0238424,0,6,-5.6e-11
R1000,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249048,0,13.5581,1.09385,0.0415047,1.07381,0.0422792,0,6,-5.6e-11
R1000,decay_length,xi 0.25 nm,900,LI_CONT xi 0.25,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.249048,0,13.5581,0.519124,0.087455,0.34149,0.132947,0,6,-5.6e-11
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.723303,0,13.5581,2.30487,0.980532,9.80659,0.230457,0,12,-1.1e-14
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.723303,0,13.5581,1.58783,1.42333,0.750803,3.01011,0,12,-1.1e-14
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.723303,0,13.5581,1.09385,2.06609,0.0574822,,0,12,-1.1e-14
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.723303,0,13.5581,0.519124,4.35349,0.000336937,,0,12,-1.1e-14
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.964454,0,13.5581,2.30487,1.63567,13.0761,0.288312,0,11,3.6e-14
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.964454,0,13.5581,1.58783,2.37432,0.0165218,,0,11,3.6e-14
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.964454,0,13.5581,1.09385,3.44653,2.08755e-05,,0,11,3.6e-14
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.964454,0,13.5581,0.519124,7.26223,3.3327e-11,,0,11,3.6e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999305,0,13.5581,2.30487,1.70075,13.5486,0.289328,0,11,2.8e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999305,0,13.5581,1.58783,2.46879,6.54956e-06,,0,11,2.8e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999305,0,13.5581,1.09385,3.58366,3.16613e-12,,0,11,2.8e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999305,0,13.5581,0.519124,7.55118,7.3988e-25,,0,11,2.8e-14
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,BRI,SENSITIVITY,RECON_CAP,0.999976,0,13.5581,2.30487,0.872066,13.5577,0.148255,0,10,3.5e-11
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z2,SENSITIVITY,RECON_CAP,0.999976,0,13.5581,1.58783,1.26588,7.63253e-09,,0,10,3.5e-11
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z4,SENSITIVITY,RECON_CAP,0.999976,0,13.5581,1.09385,1.83754,4.29684e-18,,0,10,3.5e-11
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z8,SENSITIVITY,RECON_CAP,0.999976,0,13.5581,0.519124,3.87191,1.36179e-36,,0,10,3.5e-11
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,0,13.5581,2.30487,0.0196974,13.558,0.00334857,0,8,5.9e-12
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,0,13.5581,1.58783,0.0285926,2.27558e-11,,0,8,5.9e-12
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,0,13.5581,1.09385,0.0415047,3.81934e-23,,0,8,5.9e-12
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,NEUTRAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.999999,0,13.5581,0.519124,0.087455,1.07592e-46,,0,8,5.9e-12
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,BRI,SENSITIVITY,,0.0906682,0,13.5581,1.22928,1.83847,1.22928,1.83847,0,16,9.9e-12
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z2,SENSITIVITY,,0.0906682,0,13.5581,1.01648,2.22337,1.01648,2.22337,0,16,9.9e-12
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z4,SENSITIVITY,,0.0906682,0,13.5581,0.840508,2.68885,0.840508,2.68885,0,16,9.9e-12
A600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z8,SENSITIVITY,,0.0906682,0,13.5581,0.574687,3.93257,0.574687,3.93257,0,16,9.9e-12
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,BRI,SENSITIVITY,,0.166473,0,13.5581,2.25705,1.67032,2.25705,1.67032,0,11,-7.1e-15
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z2,SENSITIVITY,,0.166473,0,13.5581,1.56812,2.40415,1.56812,2.40415,0,11,-7.1e-15
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z4,SENSITIVITY,,0.166473,0,13.5581,1.08948,3.46036,1.08948,3.46036,0,11,-7.1e-15
R500,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z8,SENSITIVITY,,0.166473,0,13.5581,0.525895,7.16873,0.525895,7.16873,0,11,-7.1e-15
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.221354,0,13.5581,2.30487,1.70075,3.00114,1.30617,0,9,4.3e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.221354,0,13.5581,1.58783,2.46879,1.81956,2.15437,0,9,4.3e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.221354,0,13.5581,1.09385,3.58366,1.10318,3.55337,0,9,4.3e-14
R600,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.221354,0,13.5581,0.519124,7.55118,0.405512,9.66678,0,9,4.3e-14
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,BRI,SENSITIVITY,RECON_CAP,0.24003,0,13.5581,2.30487,0.872066,3.25434,0.617637,0,8,0.0e+00
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z2,SENSITIVITY,RECON_CAP,0.24003,0,13.5581,1.58783,1.26588,1.87956,1.0694,0,8,0.0e+00
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z4,SENSITIVITY,RECON_CAP,0.24003,0,13.5581,1.09385,1.83754,1.08555,1.8516,0,8,0.0e+00
R800,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z8,SENSITIVITY,RECON_CAP,0.24003,0,13.5581,0.519124,3.87191,0.362105,5.55087,0,8,0.0e+00
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.248976,0,13.5581,2.30487,0.0196974,3.37563,0.0134494,0,6,-1.2e-10
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.248976,0,13.5581,1.58783,0.0285926,1.90398,0.0238448,0,6,-1.2e-10
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.248976,0,13.5581,1.09385,0.0415047,1.07392,0.0422752,0,6,-1.2e-10
R1000,decay_length,xi 1 nm,900,LI_CONT xi 1,LOCAL,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.248976,0,13.5581,0.519124,0.087455,0.341654,0.132883,0,6,-1.2e-10
A600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,BRI,SENSITIVITY,,0.0448051,0,13.5581,0.60747,3.72035,0.60747,3.72035,0,7,7.6e-13
A600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.0448051,0,13.5581,0.554254,4.07755,0.554254,4.07755,0,7,7.6e-13
A600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.0448051,0,13.5581,0.5057,4.46905,0.5057,4.46905,0,7,7.6e-13
A600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.0448051,0,13.5581,0.420979,5.36843,0.420979,5.36843,0,7,7.6e-13
R500,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,BRI,SENSITIVITY,,0.0669575,0,13.5581,0.907814,4.15284,0.907814,4.15284,0,7,-2.8e-14
R500,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.0669575,0,13.5581,0.790314,4.77026,0.790314,4.77026,0,7,-2.8e-14
R500,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.0669575,0,13.5581,0.688022,5.47947,0.688022,5.47947,0,7,-2.8e-14
R500,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.0669575,0,13.5581,0.521445,7.22991,0.521445,7.22991,0,7,-2.8e-14
R600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,BRI,SENSITIVITY,,0.0934427,0,13.5581,1.2669,3.09416,1.2669,3.09416,0,6,5.7e-14
R600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.0934427,0,13.5581,1.0412,3.76489,1.0412,3.76489,0,6,5.7e-14
R600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.0934427,0,13.5581,0.855705,4.58102,0.855705,4.58102,0,6,5.7e-14
R600,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.0934427,0,13.5581,0.57797,6.78236,0.57797,6.78236,0,6,5.7e-14
R800,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,BRI,SENSITIVITY,,0.121394,0,13.5581,1.64586,1.22124,1.64586,1.22124,0,6,2.8e-13
R800,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.121394,0,13.5581,1.27052,1.58203,1.27052,1.58203,0,6,2.8e-13
R800,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.121394,0,13.5581,0.980779,2.04939,0.980779,2.04939,0,6,2.8e-13
R800,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.121394,0,13.5581,0.584451,3.43912,0.584451,3.43912,0,6,2.8e-13
R1000,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.21267,0,13.5581,2.30487,0.0196974,2.88339,0.0157454,0,6,-5.7e-13
R1000,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.21267,0,13.5581,1.58783,0.0285926,1.78738,0.0254003,0,6,-5.7e-13
R1000,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.21267,0,13.5581,1.09385,0.0415047,1.10798,0.0409755,0,6,-5.7e-13
R1000,global,eps 64 (a_axis),900,PAB,GLOBAL eps 64,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.21267,0,13.5581,0.519124,0.087455,0.425754,0.106634,0,6,-5.7e-13
A600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,BRI,SENSITIVITY,,0.118672,0,13.5581,1.60896,1.40463,1.60896,1.40463,0,6,0.0e+00
A600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.118672,0,13.5581,1.24974,1.80837,1.24974,1.80837,0,6,0.0e+00
A600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.118672,0,13.5581,0.970724,2.32816,0.970724,2.32816,0,6,0.0e+00
A600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.118672,0,13.5581,0.585661,3.85889,0.585661,3.85889,0,6,0.0e+00
R500,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.173849,0,13.5581,2.30487,1.63567,2.35705,1.59945,0,6,0.0e+00
R500,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.173849,0,13.5581,1.58783,2.37432,1.60875,2.34343,0,6,0.0e+00
R500,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.173849,0,13.5581,1.09385,3.44653,1.09801,3.43347,0,6,0.0e+00
R500,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.173849,0,13.5581,0.519124,7.26223,0.5115,7.37048,0,6,0.0e+00
R600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.236882,0,13.5581,2.30487,1.70075,3.21166,1.22055,0,6,1.3e-13
R600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.236882,0,13.5581,1.58783,2.46879,1.87031,2.09591,0,6,1.3e-13
R600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.236882,0,13.5581,1.09385,3.58366,1.08917,3.59906,0,6,1.3e-13
R600,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.236882,0,13.5581,0.519124,7.55118,0.369372,10.6126,0,6,1.3e-13
R800,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.295683,0,13.5581,2.30487,0.872066,4.00888,0.501386,0,6,4.1e-12
R800,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.295683,0,13.5581,1.58783,1.26588,1.98866,1.01073,0,6,4.1e-12
R800,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.295683,0,13.5581,1.09385,1.83754,0.9865,2.03751,0,6,4.1e-12
R800,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.295683,0,13.5581,0.519124,3.87191,0.242756,8.27991,0,6,4.1e-12
R1000,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.440367,0,13.5581,2.30487,0.0196974,5.97052,0.00760403,0,7,1.0e-12
R1000,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.440367,0,13.5581,1.58783,0.0285926,1.8699,0.0242793,0,7,1.0e-12
R1000,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.440367,0,13.5581,1.09385,0.0415047,0.585634,0.0775228,0,7,1.0e-12
R1000,global,eps 64 (a_axis),900,HAM,GLOBAL eps 64,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.440367,0,13.5581,0.519124,0.087455,0.0574435,,0,7,1.0e-12
A600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,BRI,SENSITIVITY,,0.144878,0,13.5581,1.96427,1.15055,1.96427,1.15055,0,7,-1.8e-14
A600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.144878,0,13.5581,1.43634,1.57344,1.43634,1.57344,0,7,-1.8e-14
A600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.144878,0,13.5581,1.0503,2.15177,1.0503,2.15177,0,7,-1.8e-14
A600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.144878,0,13.5581,0.561596,4.02424,0.561596,4.02424,0,7,-1.8e-14
R500,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.216893,0,13.5581,2.30487,1.63567,2.94065,1.28203,0,6,-2.1e-14
R500,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.216893,0,13.5581,1.58783,2.37432,1.80337,2.09053,0,6,-2.1e-14
R500,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.216893,0,13.5581,1.09385,3.44653,1.10593,3.4089,0,6,-2.1e-14
R500,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.216893,0,13.5581,0.519124,7.26223,0.415922,9.06419,0,6,-2.1e-14
R600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.301377,0,13.5581,2.30487,1.70075,4.08609,0.959353,0,6,-1.8e-13
R600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.301377,0,13.5581,1.58783,2.46879,1.99431,1.96559,0,6,-1.8e-13
R600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.301377,0,13.5581,1.09385,3.58366,0.973373,4.02723,0,6,-1.8e-13
R600,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.301377,0,13.5581,0.519124,7.55118,0.231873,16.9058,0,6,-1.8e-13
R800,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.374775,0,13.5581,2.30487,0.872066,5.08122,0.395574,0,6,4.0e-13
R800,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.374775,0,13.5581,1.58783,1.26588,1.98628,1.01194,0,6,4.0e-13
R800,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.374775,0,13.5581,1.09385,1.83754,0.77645,2.58871,0,6,4.0e-13
R800,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.374775,0,13.5581,0.519124,3.87191,0.118647,,0,6,4.0e-13
R1000,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.532994,0,13.5581,2.30487,0.0196974,7.22637,0.00628254,0,7,1.1e-10
R1000,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.532994,0,13.5581,1.58783,0.0285926,1.57603,0.0288066,0,7,1.1e-10
R1000,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.532994,0,13.5581,1.09385,0.0415047,0.343723,0.132083,0,7,1.1e-10
R1000,global,eps 64 (a_axis),900,LI_SBR1,GLOBAL eps 64,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.532994,0,13.5581,0.519124,0.087455,0.0163492,,0,7,1.1e-10
A600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,BRI,SENSITIVITY,,0.138214,0,13.5581,1.87391,1.20603,1.87391,1.20603,0,6,8.9e-15
A600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z2,SENSITIVITY,,0.138214,0,13.5581,1.39171,1.6239,1.39171,1.6239,0,6,8.9e-15
A600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z4,SENSITIVITY,,0.138214,0,13.5581,1.03359,2.18656,1.03359,2.18656,0,6,8.9e-15
A600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z8,SENSITIVITY,,0.138214,0,13.5581,0.570092,3.96427,0.570092,3.96427,0,6,8.9e-15
R500,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.197373,0,13.5581,2.30487,1.63567,2.67599,1.40882,0,5,9.6e-13
R500,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.197373,0,13.5581,1.58783,2.37432,1.7239,2.1869,0,5,9.6e-13
R500,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.197373,0,13.5581,1.09385,3.44653,1.11056,3.3947,0,5,9.6e-13
R500,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.197373,0,13.5581,0.519124,7.26223,0.460888,8.17985,0,5,9.6e-13
R600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.269653,0,13.5581,2.30487,1.70075,3.65598,1.07222,0,5,1.6e-12
R600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.269653,0,13.5581,1.58783,2.46879,1.95012,2.01013,0,5,1.6e-12
R600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.269653,0,13.5581,1.09385,3.58366,1.04021,3.76848,0,5,1.6e-12
R600,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.269653,0,13.5581,0.519124,7.55118,0.295962,13.245,0,5,1.6e-12
R800,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.339601,0,13.5581,2.30487,0.872066,4.60433,0.436546,0,5,3.4e-11
R800,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z2,SENSITIVITY,RECON_CAP,0.339601,0,13.5581,1.58783,1.26588,2.00807,1.00096,0,5,3.4e-11
R800,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z4,SENSITIVITY,RECON_CAP,0.339601,0,13.5581,1.09385,1.83754,0.875775,2.29511,0,5,3.4e-11
R800,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z8,SENSITIVITY,RECON_CAP,0.339601,0,13.5581,0.519124,3.87191,0.166578,12.0664,0,5,3.4e-11
R1000,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,BRI,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.503475,0,13.5581,2.30487,0.0196974,6.82614,0.0066509,0,5,4.3e-10
R1000,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z2,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.503475,0,13.5581,1.58783,0.0285926,1.6829,0.0269773,0,5,4.3e-10
R1000,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z4,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.503475,0,13.5581,1.09385,0.0415047,0.414897,0.109425,0,5,4.3e-10
R1000,global,eps 64 (a_axis),900,LI_L2,GLOBAL eps 64,ISO_z8,BOUNDARY,RECON_CAP YUAN_STRONG_REDUCTION,0.503475,0,13.5581,0.519124,0.087455,0.0252177,,0,5,4.3e-10
A600,global,eps 64 (a_axis),900,LI_CONT xi 0.5,GLOBAL eps 64,BRI,SENSITIVITY,RECON_CAP,0.260207,0,13.5581,2.30487,0.980532,3.5279,0.640607,0,7,-2.3e-14
